"age","gender","marital_status","years_edu","educ_level","income_decile","religiosity","life_satisfaction","happiness","health_status","social_meetings","trust_people","value_safe","value_free","value_tradition","value_fun","attend_relig","pray_freq","social_activity","internet_use","internet_time"
66,2,NA,11,321,NA,5,8,8,2,2,2,2,2,2,5,5,5,1,3,NA
58,1,NA,12,323,5,2,8,9,2,6,8,2,2,3,2,6,7,2,5,120
62,1,6,8,113,1,0,7,5,3,2,2,3,3,1,4,3,7,3,1,NA
75,2,5,14,520,2,10,8,8,3,7,7,2,2,2,4,5,1,2,1,NA
70,2,NA,17,620,5,6,8,8,2,5,6,1,2,2,3,5,1,2,1,NA
64,1,NA,11,321,2,8,6,7,2,2,6,2,1,2,6,6,1,1,1,NA
68,1,NA,11,321,2,5,8,8,2,4,6,3,3,2,3,4,4,2,1,NA
73,1,NA,14,520,6,0,6,7,3,4,6,2,2,1,2,7,7,3,5,60
70,2,NA,8,213,2,8,8,8,2,3,2,2,1,1,4,5,2,NA,5,120
72,2,5,18,620,2,5,6,7,3,3,0,1,1,2,5,5,6,2,3,NA
21,1,6,13,323,NA,3,8,8,2,5,7,2,2,5,2,5,6,2,5,240
25,1,6,17,610,9,0,9,9,2,5,5,4,4,5,2,5,6,2,5,360
59,2,6,10,213,1,5,8,8,2,5,0,2,2,2,2,7,1,3,2,NA
62,1,NA,11,323,1,5,5,7,4,4,5,2,1,2,1,5,5,3,1,NA
29,2,6,15,323,6,5,7,7,1,6,5,1,2,3,1,5,6,3,5,480
29,1,6,17,720,NA,4,7,7,2,4,5,2,1,6,5,5,5,2,5,750
59,2,NA,18,620,9,0,8,8,1,4,5,1,1,1,3,7,7,3,5,240
57,1,NA,12,323,8,5,8,7,2,5,5,2,1,2,2,5,5,5,5,45
33,1,6,12,323,7,1,7,7,2,7,4,4,4,4,4,7,7,3,5,60
87,2,5,8,213,NA,6,3,3,4,2,5,2,2,3,3,7,3,2,1,NA
22,2,6,16,620,9,0,9,9,1,6,5,1,1,2,1,7,7,3,5,120
69,1,NA,14,520,9,0,8,8,3,4,7,1,2,2,2,7,7,3,5,60
59,1,NA,14,520,8,0,7,7,3,5,0,2,1,2,2,7,7,2,5,90
30,1,2,14,323,7,5,10,10,1,6,0,2,2,6,2,7,7,4,5,180
69,2,5,12,323,1,9,5,5,1,4,0,2,1,2,2,7,1,1,5,120
26,1,6,15,520,9,1,9,9,2,6,5,2,2,5,3,6,7,3,5,480
64,1,6,12,323,4,5,7,8,3,4,0,1,1,1,4,7,7,1,3,NA
82,1,5,11,321,3,3,8,8,2,4,5,2,1,2,2,7,7,3,1,NA
62,2,5,12,323,1,3,6,7,2,4,3,2,3,3,2,6,7,4,5,60
41,1,6,17,620,8,4,4,8,3,6,4,2,2,3,2,5,7,4,5,180
76,2,NA,15,620,6,5,7,7,2,4,6,2,2,2,2,6,3,3,5,120
24,1,6,17,620,2,2,8,8,1,6,6,4,3,6,3,7,7,3,5,840
36,1,6,18,313,6,4,7,8,1,5,6,2,2,3,2,6,6,2,5,180
70,2,NA,11,321,NA,0,8,8,2,4,5,2,3,2,5,7,7,3,5,120
60,1,NA,18,610,8,7,7,7,2,5,9,3,1,2,3,3,3,3,5,300
17,2,6,10,213,4,6,8,7,1,6,6,2,2,3,2,6,4,4,5,60
55,2,1,13,321,NA,8,5,7,3,3,2,2,2,2,2,4,2,3,2,NA
40,1,NA,8,213,2,3,NA,8,1,5,0,2,3,2,3,5,6,3,5,180
35,2,NA,11,323,3,10,4,10,4,7,0,1,1,2,2,5,1,3,5,960
38,1,6,16,313,8,3,3,5,3,5,8,3,3,5,2,7,4,2,5,360
23,2,NA,12,321,NA,10,10,10,2,5,3,2,2,1,2,3,1,2,5,210
55,1,6,13,323,3,4,8,8,2,4,7,3,2,2,3,6,6,2,5,600
19,1,6,13,213,NA,1,8,8,1,6,6,2,2,4,3,7,7,2,5,240
21,1,6,13,323,NA,0,9,8,2,4,3,3,2,3,2,7,7,2,5,300
68,2,NA,12,313,6,8,10,10,2,4,0,2,1,4,4,2,1,2,5,120
64,2,NA,16,620,10,10,9,10,1,6,8,1,2,1,3,4,1,3,5,30
54,1,4,20,610,5,3,1,2,3,5,2,2,2,2,2,7,6,3,5,120
75,1,NA,14,520,4,3,8,8,2,2,5,1,2,2,3,6,7,2,5,120
85,1,NA,11,321,3,8,5,5,5,4,0,2,2,1,NA,6,7,2,5,60
17,1,6,9,213,5,3,7,9,1,7,2,2,1,3,1,7,7,3,5,300
51,2,NA,15,520,6,7,7,8,2,4,2,1,1,1,5,5,6,2,5,60
20,2,6,13,323,7,6,8,8,1,7,7,1,1,2,2,4,5,3,5,300
75,2,NA,12,313,NA,2,8,8,2,4,5,2,2,3,2,6,7,4,5,120
23,1,6,15,520,10,1,10,10,2,6,3,1,2,4,2,6,7,3,5,180
21,1,6,14,313,NA,6,9,8,3,6,6,2,2,3,2,3,4,3,5,540
82,1,NA,10,321,NA,8,7,8,3,5,7,1,2,2,3,3,2,3,1,NA
39,1,NA,15,321,8,7,10,10,1,7,3,1,2,2,3,5,5,2,5,150
39,2,6,22,800,10,5,8,9,1,4,8,5,1,6,2,6,7,2,5,120
25,2,6,13,323,9,6,8,7,2,7,4,2,2,2,2,5,6,3,5,360
42,2,4,12,323,9,2,10,10,1,5,2,1,1,1,1,5,7,1,5,360
56,1,NA,16,610,9,0,8,8,2,6,6,2,3,4,2,6,7,4,5,600
48,2,NA,14,520,9,4,9,8,2,3,5,1,2,5,2,5,5,3,5,120
49,2,6,18,610,9,6,7,7,2,5,4,2,2,2,2,5,6,4,5,240
66,2,6,15,520,1,4,2,0,4,7,2,NA,NA,NA,NA,7,7,1,1,NA
52,1,NA,12,313,6,0,8,9,3,3,10,1,1,5,2,7,7,3,3,NA
35,1,6,14,520,8,0,7,7,2,3,4,1,3,2,3,6,7,2,5,600
40,1,NA,16,520,9,3,8,8,2,4,7,2,2,2,2,6,7,3,5,180
80,2,NA,11,321,NA,9,8,5,3,2,6,2,2,2,2,3,1,4,1,NA
18,2,6,11,321,8,10,5,10,2,7,1,5,1,1,2,5,5,3,5,60
70,2,4,17,620,3,2,6,7,2,6,3,1,1,3,2,6,6,4,5,60
27,2,6,17,323,NA,9,8,8,1,5,8,2,1,6,1,6,7,3,NA,NA
25,1,6,19,313,NA,0,7,8,1,5,6,3,3,3,3,5,7,4,5,60
21,1,6,12,313,5,6,8,7,1,6,4,1,1,2,3,7,7,3,5,360
68,2,NA,14,520,5,4,8,8,2,6,7,1,1,2,4,6,6,4,5,60
76,1,NA,17,620,6,5,9,NA,3,4,5,5,1,5,6,7,7,2,5,60
53,1,NA,21,720,10,8,9,8,2,5,6,2,1,2,3,3,2,3,2,NA
89,2,5,5,113,1,6,5,5,4,5,1,4,2,2,5,5,1,2,1,NA
51,1,6,11,321,2,8,2,8,3,5,9,1,1,1,3,5,6,1,1,NA
29,1,NA,13,323,10,6,10,10,1,7,7,2,2,2,2,5,6,4,5,20
45,2,1,12,323,8,3,8,8,2,3,1,1,2,5,2,5,6,2,3,NA
28,1,NA,14,520,5,8,9,8,1,4,4,1,1,2,2,5,6,3,5,600
17,1,6,11,213,8,4,9,9,3,6,4,2,1,3,1,5,7,2,5,480
72,2,NA,8,213,2,10,2,10,3,2,0,NA,NA,2,NA,3,2,2,2,NA
44,1,6,16,520,NA,1,8,8,1,5,8,2,2,5,3,7,7,4,5,450
41,1,6,13,323,NA,5,8,8,3,5,6,2,1,4,1,5,6,4,5,480
22,1,6,13,313,5,3,5,5,2,5,6,1,1,5,2,7,7,2,5,600
18,1,6,12,321,8,5,8,8,1,6,5,1,2,2,2,5,5,3,5,120
24,2,6,16,610,8,5,9,8,2,6,6,1,1,3,1,5,7,4,5,120
35,1,NA,12,313,7,7,8,8,2,5,7,1,2,2,1,5,5,3,5,360
41,2,4,19,720,2,8,9,6,1,5,7,2,2,2,2,3,3,3,5,480
74,1,NA,11,321,2,7,5,9,3,4,4,5,2,2,2,4,7,3,5,60
21,2,6,13,323,8,3,7,7,2,6,3,2,1,2,2,5,7,2,5,180
46,2,6,11,321,8,5,10,10,3,5,7,2,2,1,2,5,4,2,3,NA
61,2,NA,16,620,8,0,10,9,1,5,0,1,2,2,2,7,7,3,5,30
50,2,NA,12,313,10,3,7,7,3,5,7,1,1,2,2,5,7,2,5,270
26,2,6,17,620,7,4,7,10,2,5,4,1,1,1,2,5,4,3,5,240
70,2,5,8,213,NA,2,7,5,2,2,0,1,1,1,3,7,5,2,5,90
19,2,6,13,323,5,0,9,8,1,6,5,1,1,6,1,7,7,1,5,180
47,1,6,12,323,4,6,10,10,2,2,5,5,5,5,5,6,7,2,5,180
60,2,NA,11,323,8,5,4,5,2,5,3,1,5,2,3,4,2,3,3,NA
42,2,NA,16,620,6,0,9,9,3,6,6,3,1,4,3,7,7,3,5,180
64,1,6,12,313,1,0,8,8,2,5,5,1,1,1,1,7,7,3,5,30
69,1,NA,18,610,7,1,10,9,2,7,0,2,1,3,2,7,7,4,5,210
26,1,NA,13,213,10,0,7,8,2,7,5,1,1,1,1,7,7,4,5,300
33,2,6,12,323,4,7,9,9,3,6,2,1,1,1,2,4,2,2,5,60
64,1,NA,8,213,3,5,5,5,3,4,2,2,2,1,5,5,5,3,3,NA
36,2,1,16,620,10,7,9,9,1,5,3,5,2,3,1,5,4,2,5,60
20,1,6,11,321,2,8,8,9,2,7,8,2,2,1,3,5,5,3,5,120
34,2,NA,18,720,7,10,9,10,2,5,2,3,1,1,3,3,1,1,4,10
71,2,NA,8,213,4,7,7,6,1,4,6,1,4,1,3,3,6,3,5,30
19,2,6,13,213,5,3,6,6,2,5,4,2,2,4,3,7,6,2,5,240
70,1,NA,16,620,9,1,8,8,2,6,8,2,2,3,2,7,7,3,5,120
25,1,6,16,520,8,5,8,9,1,6,7,1,2,2,3,4,5,3,5,240
53,2,NA,11,323,NA,5,9,9,3,4,5,2,2,2,2,5,6,2,3,NA
21,2,6,15,313,6,1,8,8,1,7,4,2,2,3,1,7,7,2,5,210
34,2,NA,18,620,5,4,7,7,2,2,3,1,2,3,2,5,6,3,5,180
26,2,6,17,720,3,5,10,8,1,7,7,2,3,2,2,6,7,3,5,180
59,2,4,14,313,3,6,4,7,2,4,1,1,1,4,4,6,2,3,5,60
77,2,5,8,213,2,8,7,7,4,3,6,2,2,2,3,3,1,3,1,NA
36,1,6,11,321,5,5,8,7,1,3,5,2,4,1,5,4,3,2,5,120
42,1,NA,12,323,NA,0,10,10,1,4,8,2,3,1,3,7,7,3,5,60
65,1,NA,19,620,7,0,5,5,2,2,6,2,2,4,5,7,7,1,5,180
24,2,6,13,323,3,2,8,6,2,6,3,1,1,5,2,6,5,2,5,240
88,1,4,12,520,2,0,8,9,3,4,10,2,2,2,3,7,7,1,1,NA
25,2,6,19,620,NA,8,9,9,1,6,6,2,2,2,1,4,3,3,5,60
39,1,NA,16,610,10,0,10,10,1,5,9,2,1,1,1,6,7,3,5,90
68,1,NA,11,321,NA,7,9,9,3,2,3,1,5,2,6,7,7,1,5,300
39,1,6,12,323,2,5,7,8,2,4,1,2,2,2,2,4,4,3,5,60
33,2,NA,12,313,6,1,9,10,2,6,8,2,1,4,2,5,6,1,NA,NA
50,2,NA,16,620,7,5,9,9,2,4,7,1,3,1,3,5,5,3,5,120
30,1,6,15,520,10,6,9,7,3,3,4,2,2,1,2,5,5,3,5,150
50,1,NA,16,620,9,5,8,9,2,4,7,1,4,3,3,5,7,2,5,180
58,2,NA,11,321,2,0,10,10,3,7,2,1,2,2,2,7,7,2,5,90
18,2,6,9,213,7,6,7,9,2,5,4,1,1,2,1,5,6,3,4,300
47,1,6,13,323,7,10,4,8,3,5,4,1,3,2,3,5,5,4,5,120
20,2,6,14,313,9,6,7,3,2,6,6,2,1,3,1,6,6,4,5,240
32,2,NA,18,720,8,3,10,10,1,6,7,1,1,2,3,5,7,2,5,240
67,2,NA,14,520,5,5,8,7,3,6,7,2,2,2,2,7,7,3,5,60
20,1,6,14,313,5,7,8,8,2,6,4,2,2,2,2,5,1,3,5,210
58,2,4,12,323,1,5,5,5,4,1,3,2,1,2,3,7,7,1,5,60
34,2,6,18,620,3,10,9,9,1,4,8,1,3,2,2,2,1,2,5,600
17,2,6,12,213,NA,4,8,9,1,7,7,1,1,3,3,5,7,2,5,360
39,1,6,20,610,9,4,9,8,2,4,5,2,2,5,3,7,7,2,5,600
69,2,NA,8,213,3,1,7,3,4,4,0,2,2,2,5,7,7,2,1,NA
25,1,6,9,213,4,7,7,8,1,7,3,1,1,2,1,5,4,1,5,240
72,2,1,11,321,4,10,1,6,4,6,1,1,1,1,3,5,1,2,1,NA
17,1,6,11,213,NA,5,7,7,1,7,2,2,3,2,2,6,6,2,5,60
45,2,4,12,323,3,3,7,8,2,5,5,2,1,5,2,7,7,2,5,90
68,2,NA,12,323,5,8,NA,4,2,3,5,2,1,1,5,3,1,4,4,120
76,2,NA,14,313,7,0,10,10,2,4,5,1,3,1,5,7,7,2,1,NA
70,1,NA,13,323,4,10,7,7,2,3,0,5,1,1,1,3,1,NA,3,NA
28,2,6,14,610,10,2,9,9,1,6,8,1,2,4,2,6,7,3,5,180
56,2,NA,13,323,6,0,7,8,3,6,7,1,2,3,5,7,7,3,3,NA
38,2,NA,17,620,9,10,8,9,4,5,7,1,1,5,3,4,1,2,5,120
18,1,6,12,213,6,5,8,8,2,6,5,4,1,2,2,5,4,3,5,120
36,2,6,20,720,NA,8,7,7,2,4,6,2,2,2,3,5,NA,3,3,NA
64,1,NA,11,323,2,6,5,5,2,3,2,5,5,5,5,5,4,2,5,60
52,2,NA,18,520,2,5,6,8,4,4,5,1,1,5,5,7,3,1,2,NA
18,1,6,12,213,9,7,4,4,1,6,6,2,1,2,1,4,1,3,5,240
72,1,NA,11,321,NA,8,10,10,3,6,1,1,1,1,1,4,1,5,1,NA
30,2,1,23,620,8,7,9,7,2,6,8,1,1,3,2,5,2,4,5,60
75,1,NA,13,323,4,0,7,7,3,3,1,1,1,5,2,7,7,2,3,NA
52,1,6,18,620,4,1,5,8,3,4,5,5,1,5,1,7,7,5,5,480
29,2,6,16,620,10,7,8,7,1,6,7,4,1,5,1,7,7,3,5,540
48,2,NA,12,9999,8,7,7,7,2,4,7,3,2,3,3,6,6,3,5,540
25,2,6,19,313,1,8,8,8,2,5,6,3,2,3,2,3,1,3,5,120
74,1,6,20,520,6,3,10,9,3,5,4,2,2,1,5,4,6,3,5,60
38,2,NA,16,620,10,7,8,8,3,3,5,2,1,2,2,7,5,2,5,180
19,1,6,9,213,NA,2,5,4,1,4,4,1,2,2,2,6,7,3,5,420
51,2,6,16,620,10,5,9,9,2,5,4,2,1,5,1,6,7,3,5,360
54,2,NA,15,620,NA,0,10,9,2,6,3,2,3,2,2,7,7,3,5,180
18,1,6,9,213,NA,0,10,10,2,4,5,2,2,3,2,7,7,2,5,150
71,1,NA,11,321,9,0,10,10,2,6,7,4,1,5,NA,6,7,1,5,120
60,2,6,14,520,5,4,8,7,3,5,7,2,2,2,2,5,6,3,4,180
52,1,6,16,620,5,1,7,7,2,7,6,2,1,3,2,6,7,5,5,120
71,2,NA,8,213,4,10,10,10,2,3,NA,2,2,2,2,3,1,3,1,NA
60,2,NA,7,113,4,5,4,4,2,2,4,2,4,2,5,3,3,1,1,NA
56,1,6,11,321,3,2,7,8,3,6,3,3,2,2,2,5,5,3,5,120
77,2,NA,12,323,8,4,8,7,3,4,4,2,1,4,3,7,6,2,3,NA
65,1,NA,12,323,4,1,1,2,3,2,6,2,3,1,4,5,5,2,5,30
46,2,NA,11,321,2,4,10,10,2,1,5,1,2,2,2,7,7,1,2,NA
76,1,NA,7,113,1,4,5,6,3,NA,6,2,2,2,3,5,6,3,1,NA
67,2,NA,13,323,5,10,6,9,2,7,9,1,2,2,2,5,1,5,5,120
59,2,NA,16,620,8,8,6,6,3,2,6,1,2,1,5,4,2,1,5,120
52,2,NA,8,213,4,8,8,8,3,4,0,2,1,1,3,4,1,3,5,10
70,2,NA,8,213,NA,7,8,8,3,3,5,1,2,2,3,4,4,NA,1,NA
51,2,NA,11,323,2,5,10,9,1,4,3,1,1,2,1,6,4,2,5,10
71,1,NA,11,321,NA,5,8,8,2,4,6,1,2,2,2,7,7,3,3,NA
52,2,5,17,620,2,10,7,9,1,2,10,1,2,2,3,3,1,1,5,360
19,2,6,12,321,8,6,6,6,3,6,5,2,1,2,2,5,5,3,5,360
72,2,NA,16,610,7,0,9,8,2,4,8,1,2,2,3,7,7,3,1,NA
49,2,NA,11,321,5,8,8,10,2,5,4,3,2,1,2,4,3,3,5,120
44,1,6,17,620,10,3,9,8,3,5,5,3,2,1,1,6,7,2,5,480
15,1,6,8,NA,8,2,7,8,2,6,4,4,2,5,2,7,7,4,5,180
40,2,6,12,323,7,6,5,7,1,5,0,2,1,1,2,5,6,3,5,300
79,1,NA,NA,9999,NA,10,10,9,3,4,3,NA,NA,NA,NA,7,7,2,1,NA
36,1,NA,8,213,5,8,8,NA,1,5,7,1,3,1,3,4,2,2,2,NA
16,1,6,10,113,1,5,10,10,2,3,NA,2,2,2,2,7,7,2,5,60
69,1,NA,17,610,6,7,8,7,2,5,6,2,2,2,4,3,1,4,5,60
56,1,NA,15,520,4,6,8,8,2,3,6,3,2,2,2,5,3,3,5,60
55,2,NA,16,323,NA,10,8,8,2,4,7,1,1,2,2,1,1,3,5,30
41,1,6,12,323,2,2,10,10,1,5,3,1,2,2,4,5,7,2,1,NA
38,1,6,13,323,6,2,9,9,1,5,3,2,2,3,3,6,7,3,5,60
64,2,NA,12,323,3,9,7,10,4,6,8,2,2,2,2,3,1,2,1,NA
76,2,NA,10,321,3,8,8,9,3,6,9,3,4,2,2,5,4,4,1,NA
65,2,5,12,323,7,7,8,10,3,6,8,2,2,2,1,6,6,5,5,300
47,2,6,16,620,9,6,9,9,1,5,7,1,1,1,2,4,6,3,4,480
52,1,6,12,323,NA,9,5,5,4,5,3,2,1,2,1,5,1,2,5,120
30,1,6,12,323,9,5,7,7,2,6,6,1,3,2,2,5,6,3,5,180
53,2,NA,18,720,6,9,10,10,1,5,5,2,2,6,5,7,7,1,5,180
34,1,6,16,620,5,0,8,8,1,5,6,2,1,5,2,7,7,4,5,120
63,1,NA,11,321,NA,2,6,7,3,2,5,2,2,5,5,7,7,3,5,15
30,2,6,20,720,6,1,9,8,3,5,5,4,2,3,2,6,7,2,5,570
31,2,NA,22,610,7,7,7,7,1,6,2,1,2,1,1,5,6,3,5,300
64,1,NA,11,321,4,5,5,8,2,5,3,1,2,2,4,4,5,3,5,60
28,1,6,14,610,8,0,8,8,1,6,7,3,2,4,2,6,7,3,5,360
19,2,6,12,213,NA,1,8,8,1,6,6,1,2,3,1,7,7,3,5,120
56,2,6,16,620,9,8,8,8,2,4,5,1,1,1,2,5,6,3,5,60
89,2,5,11,313,1,6,8,7,4,5,5,2,2,2,3,5,NA,2,1,NA
17,2,6,9,213,5,5,10,10,2,6,6,1,1,3,1,5,5,3,5,300
55,2,NA,11,321,8,8,7,9,3,4,0,2,2,1,2,3,5,2,2,NA
33,1,NA,15,323,10,3,8,8,4,4,6,1,1,5,NA,7,6,2,5,180
59,2,4,12,323,6,5,5,5,2,4,2,2,2,3,2,6,6,3,5,180
42,1,4,11,321,2,0,7,6,1,2,5,2,1,5,2,7,7,2,5,60
77,2,NA,17,620,8,6,8,8,3,6,7,2,1,2,4,7,7,3,5,120
48,1,NA,19,620,6,10,10,10,1,7,8,2,3,2,3,7,7,3,5,460
81,2,5,17,620,3,0,7,7,3,6,7,2,2,4,3,7,7,2,1,NA
44,1,1,12,323,2,0,4,8,2,3,5,3,4,2,3,7,7,3,5,60
21,1,6,13,323,5,5,7,7,3,6,0,1,2,2,2,5,4,3,5,180
59,1,NA,11,321,4,9,9,8,2,5,2,2,3,2,2,3,1,3,5,30
35,1,NA,12,323,4,7,8,10,1,6,5,3,1,1,3,5,6,3,5,60
70,1,NA,8,213,3,4,6,6,3,4,5,3,2,2,2,5,6,3,1,NA
75,2,NA,12,323,6,8,7,7,3,4,6,2,2,2,5,5,2,3,5,90
16,1,6,9,213,1,7,10,10,2,6,8,3,3,2,2,4,3,2,5,180
80,1,NA,11,321,4,4,8,8,2,3,4,2,2,2,3,5,7,3,1,NA
53,2,NA,18,620,10,4,8,8,2,4,5,2,3,2,3,4,6,3,5,60
72,2,NA,11,321,3,6,8,8,3,4,3,2,2,3,5,7,1,2,1,NA
26,1,6,13,313,9,7,8,8,2,5,6,2,3,2,2,5,5,2,5,300
18,2,6,12,213,9,5,8,9,1,5,7,2,1,3,2,7,7,3,5,480
32,2,6,17,720,NA,7,7,7,1,5,6,1,2,1,4,77,2,2,5,240
42,2,6,12,321,5,3,5,7,2,4,2,3,3,5,2,5,7,2,5,600
19,2,6,13,313,4,6,8,8,1,6,4,4,1,2,1,5,5,3,4,240
42,1,NA,17,620,7,5,9,9,2,5,5,2,1,2,4,5,7,2,5,330
65,2,5,8,213,1,7,10,10,3,1,3,1,2,2,5,5,2,1,5,30
42,2,NA,16,620,5,4,8,9,2,4,8,1,2,3,3,7,7,2,5,60
27,2,6,11,321,2,6,8,8,2,6,7,2,2,2,2,5,4,3,4,120
30,1,NA,13,313,9,5,5,9,1,6,7,2,2,2,2,5,5,4,5,180
55,2,6,16,620,7,8,4,5,3,6,1,1,4,2,5,5,1,2,5,180
76,1,NA,11,321,4,8,8,10,2,5,3,1,1,3,4,4,7,2,5,60
35,1,1,13,323,5,1,7,7,2,5,3,2,2,3,3,7,7,3,5,90
85,1,NA,15,620,9,7,10,NA,2,6,10,1,2,2,5,5,7,2,1,NA
44,2,NA,11,321,3,5,8,10,2,6,8,1,1,5,4,5,3,3,5,120
39,2,6,12,313,8,5,7,7,2,4,4,3,3,4,3,7,7,2,5,440
71,2,4,8,213,2,6,4,5,3,3,5,3,3,2,3,5,3,1,3,NA
81,1,NA,11,321,5,0,0,4,5,7,7,1,2,4,6,7,7,2,1,NA
88,1,NA,NA,213,3,0,10,9,5,6,10,2,2,3,3,7,7,2,1,NA
42,1,6,13,321,9,4,10,10,3,3,0,2,6,2,3,5,7,1,5,60
82,2,5,12,323,2,10,8,5,3,4,7,1,1,2,3,2,1,3,1,NA
56,2,NA,12,313,5,10,8,8,1,6,7,2,2,5,5,2,1,1,5,120
42,1,NA,20,620,8,0,8,9,2,6,8,2,2,5,1,6,7,4,5,240
18,2,6,8,213,NA,5,8,8,2,4,5,2,2,3,2,7,7,2,5,240
68,1,NA,10,323,4,3,10,10,3,4,9,1,2,2,3,5,7,2,1,NA
61,1,NA,11,323,7,9,9,9,1,3,1,3,2,2,2,4,4,4,5,90
44,1,NA,8,213,7,9,10,9,2,6,4,2,1,2,2,5,6,3,5,150
59,2,6,12,323,9,6,8,8,3,7,7,2,2,2,5,5,3,3,5,240
71,1,NA,17,620,5,9,8,8,2,6,2,3,1,1,2,1,1,NA,5,30
23,2,6,15,323,3,7,7,9,1,7,0,1,1,1,1,3,2,4,5,90
56,1,6,11,321,NA,0,9,9,2,3,5,2,1,3,3,7,7,3,2,NA
65,1,6,14,520,NA,0,10,10,2,5,6,2,2,2,3,7,7,3,5,120
17,2,NA,9,213,9,8,9,7,2,6,4,2,1,5,1,7,7,4,5,300
72,1,4,15,520,NA,2,7,7,2,6,6,2,2,2,2,7,7,3,5,120
48,2,NA,18,720,9,0,8,9,2,5,7,2,1,3,3,7,7,2,5,300
65,1,1,13,321,NA,10,8,7,2,5,4,2,2,5,3,2,2,3,5,90
15,1,6,7,113,NA,9,10,10,1,7,8,1,2,1,2,3,4,3,4,105
23,2,NA,13,313,9,2,7,7,2,6,2,2,2,5,2,7,7,2,5,480
20,1,6,12,321,5,8,7,7,NA,6,3,2,2,2,2,3,6,3,5,120
82,1,NA,12,313,4,8,8,8,3,4,0,2,1,2,2,5,5,2,1,NA
66,1,NA,11,321,4,9,8,8,3,5,7,2,1,2,1,3,3,3,2,NA
21,1,6,12,321,9,5,10,10,1,7,0,1,1,3,1,5,7,4,4,360
68,1,NA,11,323,2,3,5,5,3,5,8,1,1,2,3,7,7,3,5,60
75,2,5,14,520,2,5,8,8,2,5,5,2,1,2,3,7,7,3,5,30
72,1,NA,15,520,6,5,8,8,2,4,5,2,1,2,2,5,2,4,2,NA
26,2,NA,12,323,5,10,10,10,1,6,8,4,2,2,2,5,3,3,5,60
61,2,4,12,323,NA,0,5,4,3,7,0,1,6,3,2,7,7,4,1,NA
54,2,NA,8,213,NA,8,8,10,3,4,3,2,2,1,4,6,6,3,5,60
58,1,NA,18,620,10,9,8,9,3,5,6,1,1,2,1,7,7,3,4,60
30,1,6,18,520,NA,7,8,8,1,5,2,2,2,3,4,4,2,3,5,90
39,1,NA,11,321,8,0,9,9,2,6,5,1,1,4,2,6,7,1,2,NA
26,2,2,15,313,8,2,10,8,2,6,5,1,1,3,5,6,7,2,5,180
77,1,NA,17,620,7,0,8,8,3,4,6,1,2,2,4,7,7,3,2,NA
17,1,6,9,213,NA,1,8,9,1,6,4,1,2,4,1,7,7,2,5,240
87,2,5,13,323,NA,5,5,5,4,4,5,1,1,2,6,6,2,2,1,NA
49,2,NA,20,720,10,6,4,4,2,1,2,3,2,4,3,3,1,1,5,180
53,1,NA,11,321,3,5,5,7,2,4,7,2,3,3,3,5,5,3,3,NA
37,2,NA,20,323,8,7,9,8,1,5,4,3,2,2,3,4,6,2,5,600
65,1,NA,12,323,10,5,8,10,3,5,5,1,1,2,2,7,7,4,5,30
72,2,NA,12,313,5,1,9,10,2,5,9,1,1,2,2,7,7,4,5,60
90,2,5,4,113,1,10,6,6,3,4,0,2,3,2,5,3,2,NA,1,NA
74,1,5,17,620,3,6,5,8,4,4,6,1,2,2,2,6,7,3,5,60
61,1,NA,12,323,3,1,5,8,3,4,10,1,1,1,2,7,7,3,2,NA
81,2,6,17,620,5,7,9,10,3,5,3,2,2,2,2,6,7,3,5,180
58,1,NA,11,321,6,0,10,10,4,7,0,2,1,3,2,7,7,4,1,NA
57,1,6,8,213,1,5,5,6,2,3,0,2,2,2,2,5,5,2,1,NA
42,1,6,15,323,8,4,7,7,2,4,8,2,1,3,2,7,7,2,5,30
66,2,4,8,213,5,5,6,6,3,2,5,1,1,3,2,6,5,3,5,120
52,2,5,8,213,NA,5,8,8,3,3,5,2,1,2,5,4,1,2,5,180
80,2,NA,11,321,4,4,8,8,2,3,5,2,1,3,2,5,7,2,1,NA
64,1,NA,8,213,NA,6,6,7,2,5,5,2,2,2,3,4,7,2,1,NA
61,2,NA,8,213,8,6,6,8,3,2,4,1,1,1,2,4,3,2,2,NA
58,1,NA,12,323,2,8,8,9,2,6,3,2,2,1,5,3,1,3,5,30
69,2,NA,11,321,6,10,5,7,4,3,5,3,1,6,5,7,2,1,5,120
72,2,5,6,113,1,10,9,9,3,6,5,1,4,1,5,4,1,2,1,NA
54,1,NA,8,213,2,5,4,4,3,5,2,3,3,3,4,4,4,3,2,NA
16,1,6,8,213,5,0,9,10,1,4,5,1,4,2,2,7,7,3,5,150
52,2,NA,16,610,10,5,6,9,1,3,5,3,3,1,4,5,5,1,5,240
43,1,6,11,321,9,7,10,10,2,3,3,1,2,3,3,5,5,3,5,60
49,2,NA,11,321,4,8,0,3,4,6,6,2,3,2,2,6,1,2,5,90
20,2,6,12,323,NA,10,10,9,1,6,2,1,2,2,2,4,4,3,5,300
39,2,NA,16,620,NA,8,8,8,2,5,5,3,2,4,3,3,3,3,5,90
57,1,NA,12,313,6,3,8,10,2,6,7,5,1,4,2,7,7,4,5,480
51,1,NA,11,321,NA,3,6,5,2,4,0,3,1,2,2,5,NA,NA,5,120
41,1,6,11,323,5,7,8,10,1,5,5,3,3,3,3,3,6,4,2,NA
