"age","gender","marital_status","years_edu","educ_level","income_decile","religiosity","life_satisfaction","happiness","health_status","social_meetings","trust_people","value_safe","value_free","value_tradition","value_fun","attend_relig","pray_freq","social_activity","internet_use","internet_time"
21,2,6,16,313,9,7,7,9,1,6,5,3,1,3,3,5,4,2,5,600
22,2,6,17,520,8,8,8,8,1,7,6,2,2,2,1,5,5,3,5,300
45,2,4,10,222,1,0,0,3,1,6,2,2,3,2,2,7,7,2,5,180
51,1,6,18,620,4,6,7,7,2,5,7,2,3,2,3,5,2,3,5,180
37,1,3,5,113,2,3,5,6,2,5,8,3,4,4,4,6,6,1,5,60
21,1,3,11,321,8,0,8,8,1,6,5,2,2,2,2,7,7,3,5,120
63,2,4,19,720,8,7,5,8,3,6,6,3,2,2,3,5,5,3,5,240
48,1,6,8,222,3,5,7,6,2,4,6,1,1,1,3,5,5,3,5,60
18,1,6,8,213,3,3,7,8,1,7,3,3,3,2,3,7,7,3,5,300
21,2,6,14,313,3,1,8,8,1,5,4,3,1,5,3,7,7,3,5,300
19,2,6,12,213,3,5,7,8,1,7,6,1,2,3,2,4,6,4,5,180
31,2,6,14,620,2,6,8,7,2,7,7,2,2,3,3,4,4,4,5,150
49,1,4,15,313,2,6,10,9,1,7,4,1,1,1,1,3,2,4,5,150
30,2,6,13,313,7,1,5,5,2,6,5,2,1,2,2,6,3,3,5,120
58,1,3,8,213,9,5,8,8,2,5,0,2,2,4,2,5,6,3,5,120
49,1,6,13,323,7,4,7,6,2,3,6,1,1,4,2,6,6,2,5,120
32,1,6,16,620,6,0,7,7,2,5,5,2,2,2,4,7,7,3,5,270
59,2,4,16,213,4,6,4,6,3,4,5,5,5,5,6,6,4,4,4,80
65,2,6,16,321,1,10,7,7,3,6,8,1,3,1,3,2,1,3,5,480
44,1,4,18,229,7,7,7,9,4,7,8,4,3,5,5,6,6,2,4,130
41,1,6,17,620,3,7,8,9,1,7,6,1,1,2,2,5,2,4,5,300
32,2,6,17,620,3,1,6,5,2,6,4,1,1,3,2,6,6,4,5,150
17,1,6,12,213,4,6,5,8,2,6,3,2,1,2,3,4,4,3,5,180
34,1,6,13,313,8,4,7,7,1,6,3,3,2,2,1,6,6,3,5,180
41,1,1,14,313,3,8,6,8,1,6,4,2,2,2,2,1,1,3,5,300
22,1,6,15,313,6,0,7,7,1,6,5,3,2,4,2,7,7,3,5,135
19,2,6,14,313,7,7,8,7,1,7,5,1,1,1,1,3,1,3,5,720
26,1,6,13,313,6,0,5,5,1,6,3,3,3,3,2,7,7,3,5,270
17,1,6,8,213,10,6,10,10,1,6,7,1,1,5,1,4,2,3,5,120
52,2,3,8,213,8,6,7,7,2,4,0,2,2,2,2,5,2,2,5,90
22,2,6,9,213,8,7,8,7,1,5,4,2,2,1,2,3,1,2,5,90
29,2,6,12,620,6,0,6,5,2,6,3,2,2,5,4,7,6,3,5,180
30,2,6,16,313,8,7,7,8,1,6,8,3,2,3,3,3,2,4,5,360
16,2,6,11,222,3,6,5,8,2,4,6,1,2,1,1,5,3,3,5,180
65,2,4,13,313,2,3,7,7,2,5,4,1,3,3,3,7,6,3,4,60
56,1,4,15,323,7,1,7,7,3,3,4,4,1,4,3,7,7,2,5,150
42,2,6,8,213,2,7,4,4,3,5,3,1,2,1,2,4,1,3,5,120
23,2,6,14,321,1,3,7,7,1,7,3,1,1,3,1,6,7,4,5,630
36,2,3,12,313,6,7,10,10,1,4,3,2,2,2,2,4,3,3,5,180
55,1,6,11,323,5,5,7,7,2,4,5,2,2,2,3,5,1,3,5,240
32,1,6,13,313,3,3,3,8,2,5,3,2,1,3,2,5,6,3,5,240
50,2,6,13,323,5,4,3,4,2,2,2,2,1,2,5,5,2,2,5,240
19,1,6,13,323,6,1,9,9,1,7,7,2,3,1,1,7,7,3,4,90
56,1,4,13,313,10,7,7,7,1,6,5,2,1,3,3,3,2,1,5,60
49,2,4,13,313,3,5,6,8,1,5,1,2,1,1,1,6,2,3,5,135
43,2,4,17,720,5,6,7,7,2,6,7,2,3,2,4,6,5,3,5,180
64,2,3,13,313,4,8,8,8,2,5,7,2,2,3,3,7,2,3,5,70
44,1,6,13,520,4,0,7,7,1,4,7,2,1,1,3,5,7,3,5,480
28,1,5,22,620,4,0,8,8,1,6,6,1,2,4,2,7,6,3,5,480
55,1,6,9,213,2,0,1,5,2,4,2,2,1,3,3,7,7,2,5,120
45,1,3,18,620,7,6,8,9,1,7,8,1,1,3,2,6,6,4,5,480
29,2,6,13,313,4,0,7,8,1,6,6,1,1,2,3,6,7,3,5,120
75,1,5,19,720,9,8,4,6,3,2,5,2,3,2,4,3,1,3,5,120
19,2,6,12,213,4,5,5,8,1,7,3,2,1,1,2,5,5,4,5,120
21,1,6,15,313,6,1,8,6,1,6,8,2,2,6,1,7,7,4,5,240
38,2,6,14,313,4,6,6,6,1,6,5,2,1,3,2,5,3,2,5,360
32,1,6,14,313,7,4,8,8,1,5,1,1,2,2,2,5,1,4,5,210
21,2,6,16,313,8,0,5,7,1,6,4,2,2,4,3,7,7,3,5,150
71,2,5,8,213,4,8,7,7,3,6,6,1,1,1,4,2,2,3,4,120
19,1,6,13,313,5,0,10,9,2,7,3,2,1,6,1,7,7,5,5,210
15,2,6,9,213,6,7,6,6,1,7,3,2,4,3,3,5,4,3,5,240
65,1,5,13,313,5,6,7,7,2,4,6,2,2,2,2,4,4,2,5,120
45,1,6,13,323,7,0,8,8,1,4,4,3,3,4,4,7,7,3,5,360
47,2,4,15,313,6,8,7,7,2,6,5,1,2,3,3,6,1,3,5,360
27,1,6,18,720,5,0,7,7,1,6,3,2,1,4,1,7,7,3,5,240
26,2,6,13,313,9,2,9,8,1,6,6,4,2,4,2,6,7,3,5,60
40,1,6,8,213,3,0,6,7,1,2,4,2,3,3,3,7,7,2,5,60
21,1,6,16,421,4,8,7,8,1,6,2,2,2,3,3,4,2,3,5,300
63,2,5,11,213,3,5,6,5,3,2,5,2,1,3,4,4,4,3,4,60
33,2,6,13,323,8,5,8,8,1,4,6,2,1,2,3,5,5,3,5,60
41,2,6,21,720,9,0,7,7,2,6,8,4,1,6,3,7,7,3,5,120
23,2,6,13,313,5,0,8,8,1,6,8,2,1,4,2,7,7,3,5,180
22,2,6,13,313,9,3,1,9,1,6,8,1,1,3,1,6,2,4,5,210
30,2,6,16,520,5,4,8,8,1,3,7,1,3,4,3,6,6,2,5,300
45,2,6,18,313,4,5,8,7,2,6,6,1,1,4,3,6,6,3,5,120
56,2,4,8,213,4,10,5,10,1,4,7,3,1,2,4,5,1,3,5,150
22,2,6,13,313,6,3,6,6,2,7,4,2,2,4,1,7,7,3,5,30
70,2,5,8,213,2,6,5,6,3,4,6,2,3,1,3,4,1,3,4,300
47,2,4,13,313,3,6,8,7,2,3,4,3,3,4,4,5,3,2,5,120
24,2,6,13,313,9,5,9,9,1,7,2,3,2,2,3,7,7,3,5,240
57,1,4,15,313,3,5,8,9,2,7,9,1,1,4,3,5,3,3,5,450
61,1,4,20,800,8,3,2,10,1,5,7,1,1,6,1,6,2,3,5,150
28,2,6,13,313,8,1,2,8,1,6,1,1,1,3,1,5,1,3,5,240
15,1,6,10,213,7,7,5,8,2,6,6,1,1,1,2,5,5,3,5,120
54,2,4,8,213,2,8,7,5,2,5,8,1,2,2,4,3,2,2,5,180
52,2,6,13,313,4,10,6,3,5,4,2,1,1,1,4,3,1,2,5,60
33,1,6,10,213,1,0,7,7,2,6,3,5,1,4,3,7,7,2,5,300
48,2,3,10,229,3,5,3,2,3,2,1,1,1,2,5,5,6,2,5,120
35,2,6,17,720,9,9,10,10,1,5,8,1,1,4,1,5,2,3,5,180
40,2,6,11,321,4,9,8,8,3,5,7,2,2,1,2,3,1,3,5,240
24,2,6,11,321,7,3,7,7,2,7,2,2,1,3,2,6,7,3,5,240
37,1,6,13,323,1,6,6,6,2,7,3,2,1,3,3,6,1,5,5,480
19,2,6,12,213,7,1,7,7,1,7,0,1,2,4,2,7,7,3,5,150
44,1,4,16,620,7,3,6,6,3,6,3,2,2,2,4,5,5,3,5,480
30,2,6,18,720,9,0,9,8,2,6,3,1,1,6,4,7,7,3,5,600
41,1,6,18,720,10,6,9,8,1,4,4,2,1,3,2,4,2,3,5,180
30,2,6,13,323,4,4,7,8,1,5,7,2,2,2,4,5,5,3,5,180
61,2,1,9,213,1,1,2,5,2,4,6,1,2,2,2,7,7,2,5,120
50,1,4,13,323,4,0,6,6,2,6,7,5,1,5,2,7,7,3,5,480
31,2,6,18,720,8,8,8,8,1,6,1,1,3,2,2,4,4,3,5,720
17,1,6,12,213,9,2,8,8,1,6,7,4,1,4,4,7,7,4,5,240
25,1,6,18,720,10,2,8,8,1,6,8,3,4,4,2,5,6,3,5,360
43,1,6,19,720,6,6,7,8,2,4,4,1,2,1,2,5,4,3,5,60
21,2,6,12,323,7,7,7,8,1,6,7,2,1,2,2,5,7,3,5,210
30,1,6,13,313,6,3,8,8,1,7,7,1,2,3,3,7,7,3,5,180
34,1,6,13,313,4,3,3,7,2,5,3,1,1,2,2,5,3,4,5,150
31,1,6,13,313,3,6,8,8,1,6,6,4,3,3,3,5,2,3,5,240
38,1,6,18,720,4,10,5,5,2,4,8,2,1,1,2,3,1,1,5,360
67,2,4,14,321,6,6,7,7,3,5,5,6,6,4,3,5,6,4,4,110
28,2,6,20,720,7,5,6,8,1,6,5,1,1,2,3,5,2,4,5,210
58,1,4,8,213,7,6,7,8,1,5,8,1,1,4,2,4,2,3,5,240
36,1,3,13,313,6,0,8,7,1,6,3,1,1,4,2,7,7,3,5,120
40,2,6,14,323,4,2,5,6,2,6,3,1,2,5,2,6,4,3,4,120
52,1,6,17,720,10,3,10,10,1,6,6,2,2,2,2,5,3,3,5,180
35,2,6,13,313,7,3,2,8,2,6,3,1,1,1,1,6,6,3,5,240
63,2,5,8,213,3,0,4,6,2,7,8,1,3,1,3,7,7,3,5,240
32,2,6,13,323,2,5,7,7,2,7,3,3,1,3,3,6,6,2,5,120
55,2,6,11,321,3,0,8,8,1,5,0,1,1,2,2,7,7,3,5,240
48,2,6,8,213,8,5,8,7,2,4,5,2,1,3,1,6,6,4,5,120
62,2,6,16,313,5,5,6,6,3,4,5,3,2,3,5,4,4,3,4,360
22,1,6,16,620,4,6,9,9,1,4,3,1,3,2,3,4,4,3,5,180
35,1,6,17,620,5,2,9,9,2,5,4,2,1,2,1,5,5,3,5,120
40,2,6,13,313,4,8,9,9,1,6,4,1,2,3,3,3,1,3,5,150
61,2,4,18,720,7,5,5,8,2,4,0,2,2,3,2,6,3,3,5,60
33,1,6,19,720,7,2,7,6,2,7,8,3,1,3,1,5,5,3,5,180
19,2,6,13,213,4,0,8,8,1,6,4,1,2,4,3,7,7,3,5,270
33,2,6,13,313,2,6,6,7,2,4,3,1,1,1,3,5,5,3,5,150
69,2,6,12,323,4,0,7,7,3,4,3,2,3,4,5,7,7,3,5,60
17,1,6,14,213,8,7,7,8,1,6,7,2,4,2,2,3,7,3,5,300
36,2,6,18,620,5,0,8,8,2,6,6,1,1,5,1,7,7,4,5,180
27,2,6,12,213,5,6,4,6,2,7,5,2,2,2,2,6,7,3,5,300
27,1,6,20,620,9,0,8,8,1,4,7,3,1,4,2,7,7,4,5,390
43,2,3,15,229,5,7,7,3,3,5,7,2,3,2,4,2,1,3,5,300
45,2,6,13,720,5,2,8,8,1,5,4,1,1,1,2,5,5,3,5,120
50,1,5,16,313,7,7,4,5,1,4,6,2,2,2,2,5,6,3,5,240
31,2,6,18,720,10,8,9,9,1,7,6,2,1,3,2,5,2,3,5,600
25,1,6,18,313,3,6,5,8,1,4,5,1,2,1,3,5,5,3,4,120
59,2,4,2,321,5,8,8,6,4,5,7,5,4,5,5,6,4,5,4,70
17,2,6,12,213,6,2,5,5,3,5,6,4,6,5,6,6,6,5,5,240
25,1,6,18,720,9,0,10,7,1,4,6,2,5,4,2,7,7,3,5,360
26,1,6,10,229,9,0,8,8,2,6,0,3,1,4,1,7,7,4,5,180
31,1,6,13,313,3,3,8,8,1,5,4,2,3,4,3,6,6,3,5,120
53,1,4,8,213,3,5,4,4,2,4,3,4,2,2,3,6,6,2,5,60
19,1,6,13,213,6,6,7,7,2,6,7,2,3,3,3,6,5,3,5,360
50,1,6,15,321,2,7,7,7,3,4,6,1,1,1,3,5,5,3,5,180
59,1,6,13,520,4,1,7,8,2,5,6,3,1,4,4,6,7,3,5,600
25,1,6,13,313,6,2,6,8,1,4,2,3,1,4,2,7,7,3,5,90
31,1,6,23,720,6,3,8,8,2,6,7,4,2,5,2,6,7,3,5,600
39,1,6,12,321,6,0,8,8,1,6,2,2,1,4,3,7,7,3,5,180
18,2,6,15,213,10,4,7,7,1,4,7,5,2,4,1,4,6,1,5,300
61,2,6,9,113,8,2,5,4,2,5,4,2,2,1,4,7,7,3,5,240
39,1,6,15,323,9,2,8,6,2,4,8,2,3,4,2,7,7,4,5,90
33,2,3,16,620,4,5,8,7,2,7,7,1,2,1,2,5,5,3,5,180
23,1,6,13,313,2,7,10,8,3,7,0,2,2,2,2,5,3,5,5,420
38,1,6,8,213,4,5,6,6,2,4,4,2,2,2,3,5,4,3,5,120
20,1,6,13,323,2,5,3,4,2,4,3,4,4,4,4,4,4,3,5,120
49,1,1,8,213,5,7,4,7,2,7,5,3,3,3,5,2,2,3,4,60
58,1,6,20,720,9,8,6,8,2,6,4,2,2,2,2,3,3,4,5,120
51,2,6,14,323,2,0,5,6,2,6,7,4,1,6,1,7,7,3,5,210
66,2,6,11,321,3,7,7,6,2,4,3,3,2,2,1,2,4,3,5,70
41,2,3,13,313,4,7,6,6,2,6,4,1,1,2,2,6,2,2,5,420
50,2,3,9,213,6,3,7,7,2,5,0,1,2,3,3,6,1,2,5,90
69,2,5,8,213,3,8,6,6,3,5,0,2,3,3,2,5,2,3,4,60
68,2,3,11,222,2,6,7,7,2,4,8,1,2,3,3,6,2,2,4,60
35,2,6,14,213,9,0,3,3,3,7,1,3,2,3,2,7,7,3,4,120
50,2,6,14,313,2,5,7,6,2,2,0,1,2,4,3,6,2,2,5,240
37,1,6,8,229,3,1,7,7,1,4,1,2,1,1,3,6,6,3,5,300
25,1,6,21,313,5,5,8,8,1,7,7,2,2,2,3,5,4,3,5,720
19,2,6,12,313,3,8,8,9,2,6,3,2,1,1,1,3,4,4,5,300
39,1,6,8,213,1,0,6,7,2,4,2,2,3,3,3,7,7,3,4,30
34,2,6,17,620,7,5,6,7,1,6,8,4,2,4,2,7,6,3,5,150
72,1,6,8,213,2,6,8,7,3,6,8,1,1,3,3,4,7,3,5,180
39,2,4,13,313,4,7,6,6,2,4,5,1,1,3,4,4,2,3,5,60
42,2,6,18,720,7,7,8,8,2,5,7,2,1,1,2,3,3,3,5,120
69,1,4,8,213,4,8,8,8,1,5,5,1,2,3,3,3,1,3,5,150
57,1,6,8,213,8,7,2,8,3,5,7,5,4,1,4,2,2,2,4,120
77,1,3,15,520,5,1,7,6,3,6,7,1,2,4,3,7,7,3,4,100
35,1,6,18,720,10,1,7,8,2,6,7,4,2,2,3,7,7,3,5,600
39,1,6,19,720,6,2,8,5,3,6,9,2,2,4,2,5,5,3,5,360
55,1,6,18,323,3,7,8,8,2,6,6,2,3,1,3,5,4,3,5,150
68,2,5,13,313,3,10,8,8,2,7,3,1,1,2,2,2,1,3,5,30
29,1,6,13,113,4,2,7,7,2,6,7,2,2,4,3,7,7,4,5,225
76,1,5,5,113,3,7,9,6,2,6,1,6,3,2,3,5,6,5,5,0
31,2,6,18,720,4,8,6,8,1,6,4,1,2,2,2,3,2,3,5,300
58,2,4,16,313,2,8,6,6,3,5,2,1,3,1,3,2,2,2,5,450
28,2,6,18,620,4,6,8,7,1,7,3,2,1,2,2,5,4,3,5,420
29,1,6,13,321,5,2,7,7,1,5,3,4,2,4,3,5,5,2,5,180
57,2,3,8,213,1,10,0,3,3,5,8,2,1,1,3,1,1,2,4,120
50,1,3,9,213,1,8,2,5,2,6,1,3,2,3,3,5,7,4,5,150
58,2,4,12,321,2,5,5,4,3,4,5,2,2,2,4,5,5,1,5,120
34,1,6,19,720,2,6,7,7,2,4,6,1,3,2,2,5,3,3,5,630
46,2,4,13,313,3,8,6,6,2,4,5,1,2,3,3,3,1,3,5,300
49,2,1,13,313,8,3,7,6,2,3,5,3,1,4,2,6,5,2,5,180
32,2,6,18,720,5,6,8,8,1,4,6,3,2,2,4,4,1,3,5,300
19,1,6,13,213,6,0,6,7,3,6,3,4,2,4,1,7,7,4,5,300
60,2,6,14,313,4,5,8,9,2,4,2,2,4,1,1,5,5,3,5,270
36,1,6,13,520,3,2,8,8,2,6,6,1,1,3,3,7,7,3,5,120
54,2,4,19,720,8,7,10,10,1,4,9,1,1,1,3,3,2,2,5,240
32,2,6,13,313,6,5,5,9,1,5,8,3,1,1,1,5,2,3,5,300
27,2,6,19,720,9,2,7,7,1,6,8,3,2,2,3,7,7,3,5,300
29,1,6,20,720,3,3,7,7,1,6,8,1,2,1,3,5,7,3,5,180
28,2,6,16,323,1,5,9,9,2,6,2,1,2,3,1,6,6,3,5,720
17,1,6,13,213,2,4,8,8,1,4,4,1,3,2,3,5,5,3,5,180
40,2,6,17,720,9,4,9,10,1,5,7,1,1,3,4,4,2,3,5,150
17,1,6,10,213,3,2,8,8,1,6,5,2,2,2,1,7,7,3,5,150
32,1,6,13,520,5,1,5,8,2,5,2,1,2,4,3,7,7,3,5,300
32,2,6,13,313,7,7,2,5,3,6,4,5,3,5,3,3,1,3,4,240
58,1,5,8,213,5,0,5,5,2,7,5,1,1,1,1,5,4,3,5,120
20,2,6,14,313,10,6,9,8,1,7,7,1,1,3,2,5,6,3,5,600
56,2,4,13,313,4,5,8,8,2,4,5,1,1,1,4,5,5,3,5,120
29,2,6,8,213,3,5,7,8,1,7,7,2,1,2,3,4,4,3,5,60
32,1,2,18,620,8,0,8,7,2,4,5,1,1,6,3,7,7,3,5,180
28,1,6,13,313,4,2,8,9,1,7,6,1,2,2,3,7,7,3,5,240
22,1,6,15,313,8,1,7,7,1,6,5,2,2,4,2,7,7,4,5,150
23,2,6,16,620,4,5,7,7,1,7,6,1,2,3,3,5,5,3,5,60
77,2,5,8,213,2,7,7,7,3,4,7,1,4,1,5,3,2,3,4,60
39,1,6,19,620,8,0,5,6,2,4,3,1,1,6,4,7,7,3,5,60
39,1,6,13,313,10,6,8,8,1,6,7,2,2,3,2,4,2,3,5,180
36,2,6,12,321,4,8,7,7,2,3,6,1,2,3,3,3,1,2,5,60
32,2,6,10,229,7,0,5,7,2,6,6,4,1,6,1,7,7,3,5,180
66,2,4,8,213,6,6,7,8,2,5,1,2,1,2,2,4,2,2,5,120
18,2,6,12,213,3,1,5,7,1,5,3,3,1,5,3,7,7,4,5,330
44,2,3,2,323,5,6,6,7,4,5,6,4,3,3,5,5,5,4,4,182
36,1,6,19,213,1,3,5,7,2,7,3,2,1,3,1,7,7,4,5,360
24,2,6,13,313,6,8,7,7,1,5,4,2,3,3,4,4,1,2,5,180
27,1,6,18,720,2,0,5,6,1,6,5,2,1,3,3,7,7,3,5,240
55,2,6,18,720,4,5,8,8,2,4,4,3,3,3,3,5,2,3,5,180
21,1,6,13,313,7,4,10,9,1,5,6,2,1,3,1,5,2,4,5,120
33,1,6,8,213,2,10,2,6,2,7,0,2,3,1,2,2,1,3,5,120
41,2,6,14,313,7,0,7,7,2,7,2,1,2,6,2,7,7,3,5,300
30,1,6,14,313,7,3,9,9,1,5,8,1,1,4,2,5,2,4,5,150
25,1,6,14,313,10,4,9,10,1,6,8,2,1,4,3,5,2,3,5,240
19,2,6,13,313,7,8,7,8,2,5,7,3,2,2,4,3,1,3,5,150
70,2,4,8,213,1,10,9,7,2,4,3,1,2,1,4,2,1,2,5,60
26,1,6,19,313,6,8,6,7,1,6,9,1,3,1,1,3,3,3,5,210
22,1,6,14,313,7,6,8,8,2,7,6,2,2,1,3,4,3,3,5,240
22,1,6,13,520,5,0,8,8,1,7,5,3,3,3,4,7,7,2,5,120
29,2,6,19,720,9,6,4,5,1,5,7,2,1,2,4,5,5,3,5,360
39,2,6,10,321,4,0,5,9,2,4,3,3,1,4,4,7,7,3,5,30
32,2,6,13,313,4,0,8,8,1,6,5,1,1,6,2,7,7,3,5,60
56,2,4,12,213,7,1,4,7,2,4,0,1,2,6,3,6,2,3,5,135
25,2,6,19,620,3,9,8,8,2,4,6,1,2,1,3,2,2,3,5,180
38,2,6,18,720,8,8,7,9,1,6,4,1,3,3,4,3,1,3,5,330
25,2,6,12,313,10,2,10,10,1,6,2,1,1,5,1,6,2,3,5,240
39,2,6,13,313,4,3,7,7,2,4,6,3,1,1,3,5,7,3,5,150
25,1,6,16,620,8,6,7,8,2,6,6,2,2,3,2,5,5,3,4,60
42,1,3,13,313,3,6,6,6,2,5,7,2,2,2,3,4,2,2,5,180
37,2,6,13,323,2,6,8,8,2,4,7,1,2,2,3,6,6,3,5,120
31,1,6,16,313,4,2,8,8,2,6,5,1,2,2,2,2,7,4,5,480
36,1,6,17,620,4,0,6,6,1,6,7,2,1,5,1,7,7,3,5,120
79,1,4,10,229,3,7,8,8,2,5,7,5,5,5,5,5,6,3,4,120
34,1,6,13,313,3,2,8,8,1,6,5,1,1,1,3,7,7,3,5,90
48,1,3,13,313,5,6,8,7,2,5,7,2,2,3,3,6,6,4,5,360
34,1,6,16,620,5,3,8,8,2,7,6,2,2,2,2,7,7,4,5,60
18,2,6,12,213,3,8,8,8,2,6,5,1,2,1,2,5,2,3,5,300
18,2,6,13,213,7,1,8,8,1,6,7,1,2,2,3,7,7,2,5,150
27,1,6,17,620,4,5,8,8,2,4,4,2,2,1,3,6,6,3,5,120
34,1,1,18,720,4,5,8,8,1,6,6,2,3,4,2,7,7,3,5,180
49,1,4,12,321,4,1,5,6,2,4,2,2,1,3,3,6,6,3,5,360
56,2,4,8,213,7,9,6,6,2,4,4,1,2,2,3,4,1,2,5,240
28,1,6,8,213,2,0,7,8,1,6,7,1,2,6,4,7,7,4,5,120
56,1,3,13,323,3,3,5,6,2,5,4,2,2,2,3,6,6,3,5,60
48,1,6,13,520,8,5,7,8,2,5,4,1,1,2,3,5,5,3,5,150
45,1,6,13,321,2,3,4,6,2,2,4,3,3,3,3,5,4,3,4,60
59,2,3,10,321,6,6,8,9,2,7,1,2,1,2,4,6,1,4,5,20
32,2,6,15,421,3,5,8,8,1,4,4,2,2,3,4,5,5,3,5,300
23,2,6,13,323,6,4,8,9,1,6,2,3,3,2,2,5,5,4,5,300
23,1,6,16,323,3,0,8,8,1,7,2,3,1,4,2,7,7,5,5,330
30,2,6,14,321,6,5,6,6,2,4,6,3,3,3,3,5,3,2,5,210
20,1,6,14,313,8,6,10,10,1,6,8,2,3,3,1,5,2,3,5,180
17,1,6,11,213,8,0,8,7,2,6,7,2,3,6,3,7,7,3,5,150
45,2,6,13,313,3,7,7,7,2,6,7,2,1,3,3,3,2,4,5,150
32,2,6,14,313,1,7,3,5,2,7,4,2,1,3,3,5,4,3,5,210
55,1,6,8,213,2,0,5,5,2,6,5,2,3,5,4,7,7,3,4,120
32,2,6,14,313,8,7,5,10,1,5,7,1,1,4,1,5,2,3,5,180
55,2,3,16,313,1,8,6,7,3,5,4,1,1,3,3,3,2,2,5,420
26,2,6,19,313,9,3,8,8,1,6,6,4,1,3,2,6,7,3,5,120
48,2,1,5,0,1,10,4,5,3,3,2,2,3,3,4,3,1,2,5,60
55,2,6,13,313,5,8,8,8,2,5,7,2,2,1,3,5,2,3,5,240
47,1,6,13,313,4,8,8,8,1,6,4,1,3,3,4,5,2,3,5,180
57,2,4,12,313,5,6,8,8,2,5,1,2,1,1,1,4,1,3,5,180
54,2,6,13,313,7,5,1,8,2,5,8,2,1,4,1,5,2,3,5,90
39,1,1,13,313,1,8,7,8,2,7,6,2,3,1,3,2,1,3,5,180
51,2,3,16,313,4,3,7,7,2,6,4,3,3,4,3,7,7,3,5,420
19,2,6,13,313,4,8,9,10,1,4,7,1,1,1,2,5,1,5,5,210
39,1,6,20,720,9,5,8,8,1,6,5,1,1,3,1,5,6,3,5,180
28,2,6,20,620,2,0,7,7,2,6,4,2,3,6,3,7,7,3,5,240
18,1,6,12,213,6,4,9,8,1,7,4,1,2,4,2,5,6,2,5,360
63,2,5,15,313,5,10,8,7,3,6,8,1,2,2,4,1,1,3,4,240
62,1,4,18,323,9,0,8,8,2,5,2,1,2,2,3,7,7,3,5,180
53,2,3,14,323,4,4,7,7,2,4,8,2,3,3,2,6,6,2,5,150
22,2,6,13,313,4,0,8,8,1,6,3,2,1,4,3,7,7,3,5,360
19,1,6,13,213,4,10,8,7,1,6,7,3,2,2,1,3,4,3,5,240
38,1,6,13,313,4,2,4,8,2,6,2,1,1,2,1,6,2,4,4,360
18,1,6,11,213,7,1,8,8,1,7,4,2,2,2,3,7,7,3,5,240
40,2,2,15,313,3,7,8,6,3,6,8,2,3,1,5,3,4,3,5,120
15,2,6,10,213,10,7,8,8,1,6,2,3,2,2,3,4,2,3,5,600
50,1,2,14,313,8,5,8,8,2,4,1,3,2,3,3,7,7,3,5,300
47,1,4,12,313,8,5,9,9,1,4,4,1,2,4,3,6,2,3,5,150
30,2,6,18,720,6,8,8,9,1,5,6,1,1,1,3,3,1,3,5,300
31,1,6,16,620,7,0,6,7,2,5,6,2,1,5,2,7,7,2,5,180
51,1,6,13,520,5,1,8,7,2,6,7,2,1,3,3,7,7,3,5,240
51,1,3,9,213,2,8,8,8,1,4,4,2,3,3,4,5,2,2,5,150
45,2,4,13,323,3,6,7,6,2,4,5,2,1,2,2,5,5,3,5,90
15,1,6,10,213,4,0,7,8,1,6,5,2,1,4,2,7,7,3,5,210
20,1,6,13,313,7,6,9,8,1,7,7,3,3,3,2,6,6,4,5,240
19,2,6,8,213,1,4,8,7,1,7,6,1,2,1,1,6,6,3,5,300
40,2,6,13,323,3,0,8,8,2,4,4,1,1,4,3,7,7,3,5,60
44,1,1,13,323,1,9,5,8,1,7,3,1,2,2,1,2,1,3,5,180
65,1,4,12,321,4,7,6,6,2,4,5,3,3,3,4,5,2,3,5,120
58,2,6,8,213,2,4,2,2,4,4,0,2,4,1,3,5,6,1,5,210
39,2,1,13,620,3,1,7,8,1,7,7,2,2,4,3,7,7,3,5,60
18,2,6,13,213,3,8,8,8,1,6,6,2,3,2,4,3,1,3,5,360
26,1,6,16,720,9,6,8,7,1,7,6,1,1,2,2,5,5,4,5,300
28,1,6,22,620,8,0,5,6,2,5,6,2,1,5,3,7,7,3,5,180
41,1,6,17,720,7,2,3,3,2,1,2,3,1,2,1,6,7,2,5,180
61,2,4,13,313,5,4,7,7,2,4,5,2,1,3,3,5,6,2,4,150
58,2,6,19,720,4,7,6,6,3,2,5,2,4,3,4,4,1,2,5,240
22,2,6,13,313,5,7,7,9,1,7,8,2,1,2,2,4,5,3,4,240
25,2,6,18,313,6,0,7,6,2,5,2,1,1,5,1,7,7,3,5,390
25,1,6,21,720,10,6,6,7,1,7,7,4,3,2,2,3,7,3,5,420
42,2,4,13,313,3,6,7,7,2,5,4,2,1,2,2,5,7,3,4,210
22,2,6,13,313,7,5,8,8,1,7,6,1,2,2,3,6,6,4,5,360
37,1,6,11,213,3,8,10,10,2,5,0,1,1,3,1,5,1,1,5,60
33,2,6,17,720,8,9,9,10,2,6,7,2,3,2,3,6,2,3,5,300
57,2,4,13,313,2,6,6,6,3,7,6,2,2,1,4,3,1,3,5,120
37,1,6,13,421,3,2,8,7,1,4,4,3,3,3,3,7,7,3,5,120
51,2,6,9,213,2,7,6,6,2,4,2,1,1,1,3,3,3,2,5,60
63,2,6,8,213,4,10,8,9,1,5,5,1,2,2,4,3,1,3,5,170
61,1,6,10,213,4,6,7,7,1,4,4,1,3,2,4,4,4,3,4,30
